Complexity metrics,Sun, 23 Jun 2019 13:42:38 EDT
Method,ev(G),iv(G),LOC,V,v(G)
"org.jfree.chart.block.BlockBorder",166,1.73,"1,455",19
"org.jfree.chart.block.BlockBorderTest",50,1.00,467,3
"org.jfree.chart.block.BlockContainer",202,1.79,"1,374",25
"org.jfree.chart.block.BlockContainerTest",45,1.00,376,3
"org.jfree.chart.block.BlockParams",85,1.00,212,7
"org.jfree.chart.block.BlockResult",31,1.00,56,3
"org.jfree.chart.block.BorderArrangement",454,7.00,"8,270",70
"org.jfree.chart.block.BorderArrangementTest",668,1.00,"14,739",6
"org.jfree.chart.block.CenterArrangement",260,2.38,"1,875",31
"org.jfree.chart.block.ColorBlock",120,1.38,621,11
"org.jfree.chart.block.ColorBlockTest",64,1.00,841,3
"org.jfree.chart.block.ColumnArrangement",314,3.82,"3,227",42
"org.jfree.chart.block.ColumnArrangementTest",59,1.00,535,3
"org.jfree.chart.block.EmptyBlock",71,1.00,239,5
"org.jfree.chart.block.EmptyBlockTest",49,1.00,408,3
"org.jfree.chart.block.FlowArrangement",369,3.29,"3,695",46
"org.jfree.chart.block.FlowArrangementTest",59,1.00,518,3
"org.jfree.chart.block.GridArrangement",370,3.64,"4,267",51
"org.jfree.chart.block.GridArrangementTest",228,1.00,"2,816",19
"org.jfree.chart.block.LabelBlock",338,1.55,"2,373",34
"org.jfree.chart.block.LabelBlockTest",75,1.00,"1,047",3
"org.jfree.chart.block.LengthConstraintType",11,n/a,2,0
"org.jfree.chart.block.LineBorder",163,2.11,"1,732",19
"org.jfree.chart.block.LineBorderTest",54,1.00,651,3
"org.jfree.chart.block.RectangleConstraint",282,1.74,"2,037",33
"org.jfree.chart.block.RectangleConstraintTest",79,1.00,"1,128",1
"org.jfree.chart.date.SerialDate",814,2.36,"7,607",78
"org.jfree.chart.date.SpreadsheetDate",365,1.70,"2,922",34
"org.jfree.chart.editor.ChartEditorManager",43,1.00,85,4
"org.jfree.chart.editor.DefaultAxisEditor",387,1.65,"3,434",28
"org.jfree.chart.editor.DefaultChartEditor",179,1.38,"2,211",11
"org.jfree.chart.editor.DefaultChartEditorFactory",21,1.00,20,2
"org.jfree.chart.editor.DefaultLogAxisEditor",104,1.71,855,12
"org.jfree.chart.editor.DefaultNumberAxisEditor",104,1.71,"1,047",12
"org.jfree.chart.editor.DefaultPlotEditor",486,3.94,"6,075",67
"org.jfree.chart.editor.DefaultPolarPlotEditor",140,1.56,"1,408",14
"org.jfree.chart.editor.DefaultTitleEditor",199,1.90,"2,202",19
"org.jfree.chart.editor.DefaultValueAxisEditor",307,1.74,"3,485",33
"org.jfree.chart.encoders.EncoderUtil",134,1.00,430,8
"org.jfree.chart.encoders.ImageEncoderFactory",96,1.17,470,7
"org.jfree.chart.encoders.SunJPEGEncoderAdapter",109,1.14,494,8
"org.jfree.chart.encoders.SunPNGEncoderAdapter",75,1.00,175,6
"org.jfree.chart.entity.AxisEntity",148,1.60,796,16
"org.jfree.chart.entity.CategoryItemEntity",151,1.56,644,14
"org.jfree.chart.entity.CategoryItemEntityTest",65,1.00,963,3
"org.jfree.chart.entity.CategoryLabelEntity",77,1.60,425,8
"org.jfree.chart.entity.CategoryLabelEntityTest",56,1.00,718,3
"org.jfree.chart.entity.ChartEntity",319,1.85,"2,463",37
"org.jfree.chart.entity.JFreeChartEntity",147,1.60,796,16
"org.jfree.chart.entity.LegendItemEntity",127,1.62,503,13
"org.jfree.chart.entity.LegendItemEntityTest",58,1.00,653,3
"org.jfree.chart.entity.PieSectionEntity",172,1.50,912,18
"org.jfree.chart.entity.PieSectionEntityTest",70,1.00,986,3
"org.jfree.chart.entity.PlotEntity",147,1.60,796,16
"org.jfree.chart.entity.StandardEntityCollection",139,1.45,817,16
"org.jfree.chart.entity.StandardEntityCollectionTest",58,1.00,573,3
"org.jfree.chart.entity.TickLabelEntity",19,1.00,57,1
"org.jfree.chart.entity.TickLabelEntityTest",50,1.00,551,3
"org.jfree.chart.entity.TitleEntity",147,1.60,796,16
"org.jfree.chart.entity.XYAnnotationEntity",64,2.00,322,8
"org.jfree.chart.entity.XYItemEntity",115,1.44,584,13
"org.jfree.chart.entity.XYItemEntityTest",58,1.00,780,3
"org.jfree.chart.event.AnnotationChangeEvent",34,1.00,66,2
"org.jfree.chart.event.AxisChangeEvent",24,1.00,49,2
"org.jfree.chart.event.ChartChangeEvent",74,1.00,183,7
"org.jfree.chart.event.ChartChangeEventType",11,n/a,2,0
"org.jfree.chart.event.ChartProgressEvent",79,1.00,281,7
"org.jfree.chart.event.MarkerChangeEvent",32,1.00,49,2
"org.jfree.chart.event.OverlayChangeEvent",15,1.00,18,1
"org.jfree.chart.event.PlotChangeEvent",26,1.00,49,2
"org.jfree.chart.event.RendererChangeEvent",56,1.00,121,4
"org.jfree.chart.event.TitleChangeEvent",24,1.00,49,2
"org.jfree.chart.imagemap.DynamicDriveToolTipTagFragmentGenerator",43,1.00,147,3
"org.jfree.chart.imagemap.DynamicDriveToolTipTagFragmentGeneratorTest",19,1.00,60,1
"org.jfree.chart.imagemap.ImageMapUtils",199,3.29,"1,558",23
"org.jfree.chart.imagemap.ImageMapUtilsTest",31,1.00,287,2
"org.jfree.chart.imagemap.OverLIBToolTipTagFragmentGenerator",26,1.00,39,2
"org.jfree.chart.imagemap.OverLIBToolTipTagFragmentGeneratorTest",19,1.00,60,1
"org.jfree.chart.imagemap.StandardToolTipTagFragmentGenerator",24,1.00,39,2
"org.jfree.chart.imagemap.StandardToolTipTagFragmentGeneratorTest",17,1.00,51,1
"org.jfree.chart.imagemap.StandardURLTagFragmentGenerator",24,1.00,34,2
"org.jfree.chart.imagemap.StandardURLTagFragmentGeneratorTest",18,1.00,74,1
"org.jfree.chart.labels.AbstractCategoryItemLabelGenerator",242,1.85,"1,828",24
"org.jfree.chart.labels.AbstractPieItemLabelGenerator",170,2.22,"1,293",20
"org.jfree.chart.labels.AbstractXYItemLabelGenerator",274,1.94,"2,151",31
"org.jfree.chart.labels.BoxAndWhiskerToolTipGenerator",91,1.75,664,7
"org.jfree.chart.labels.BoxAndWhiskerToolTipGeneratorTest",70,1.00,441,5
"org.jfree.chart.labels.BoxAndWhiskerXYToolTipGenerator",99,2.00,794,8
"org.jfree.chart.labels.BoxAndWhiskerXYToolTipGeneratorTest",89,1.00,683,5
"org.jfree.chart.labels.BubbleXYItemLabelGenerator",197,1.90,"1,380",19
"org.jfree.chart.labels.BubbleXYItemLabelGeneratorTest",120,1.00,"1,647",6
"org.jfree.chart.labels.CustomXYItemLabelGeneratorTest",44,1.00,291,3
"org.jfree.chart.labels.CustomXYToolTipGenerator",128,2.25,862,18
"org.jfree.chart.labels.HighLowItemLabelGenerator",154,3.00,"1,435",21
"org.jfree.chart.labels.HighLowItemLabelGeneratorTest",66,1.00,439,5
"org.jfree.chart.labels.IntervalCategoryItemLabelGenerator",80,2.25,623,9
"org.jfree.chart.labels.IntervalCategoryItemLabelGeneratorTest",74,1.00,445,5
"org.jfree.chart.labels.IntervalCategoryToolTipGenerator",97,2.40,752,12
"org.jfree.chart.labels.IntervalCategoryToolTipGeneratorTest",88,1.00,504,6
"org.jfree.chart.labels.IntervalXYItemLabelGenerator",201,2.22,"1,734",20
"org.jfree.chart.labels.IntervalXYToolTipGenerator",198,2.22,"1,734",20
"org.jfree.chart.labels.ItemLabelAnchor",56,n/a,2,0
"org.jfree.chart.labels.ItemLabelAnchorTest",22,1.00,75,2
"org.jfree.chart.labels.ItemLabelPosition",119,1.75,649,14
"org.jfree.chart.labels.ItemLabelPositionTest",23,1.00,50,2
"org.jfree.chart.labels.MultipleXYSeriesLabelGenerator",168,2.11,"1,465",19
"org.jfree.chart.labels.MultipleXYSeriesLabelGeneratorTest",78,1.00,576,5
"org.jfree.chart.labels.StandardCategoryItemLabelGenerator",89,1.33,307,8
"org.jfree.chart.labels.StandardCategoryItemLabelGeneratorTest",114,1.00,999,7
"org.jfree.chart.labels.StandardCategorySeriesLabelGenerator",102,1.43,505,10
"org.jfree.chart.labels.StandardCategorySeriesLabelGeneratorTest",81,1.00,573,6
"org.jfree.chart.labels.StandardCategoryToolTipGenerator",74,1.40,279,7
"org.jfree.chart.labels.StandardCategoryToolTipGeneratorTest",94,1.00,612,6
"org.jfree.chart.labels.StandardCrosshairLabelGenerator",104,1.86,508,13
"org.jfree.chart.labels.StandardPieSectionLabelGenerator",180,1.27,676,14
"org.jfree.chart.labels.StandardPieSectionLabelGeneratorTest",95,1.00,778,5
"org.jfree.chart.labels.StandardPieToolTipGenerator",91,1.00,250,7
"org.jfree.chart.labels.StandardPieToolTipGeneratorTest",87,1.00,733,5
"org.jfree.chart.labels.StandardXYItemLabelGenerator",132,1.22,422,11
"org.jfree.chart.labels.StandardXYItemLabelGeneratorTest",119,1.00,"1,572",5
"org.jfree.chart.labels.StandardXYSeriesLabelGenerator",109,1.43,505,10
"org.jfree.chart.labels.StandardXYSeriesLabelGeneratorTest",79,1.00,520,6
"org.jfree.chart.labels.StandardXYToolTipGenerator",130,1.22,444,11
"org.jfree.chart.labels.StandardXYToolTipGeneratorTest",93,1.00,"1,015",5
"org.jfree.chart.labels.StandardXYZToolTipGenerator",180,1.89,"1,202",17
"org.jfree.chart.labels.StandardXYZToolTipGeneratorTest",111,1.00,"1,331",5
"org.jfree.chart.labels.SymbolicXYItemLabelGenerator",111,2.00,738,12
"org.jfree.chart.labels.SymbolicXYItemLabelGeneratorTest",57,1.00,253,5
"org.jfree.chart.needle.ArrowNeedle",111,2.40,"1,073",12
"org.jfree.chart.needle.ArrowNeedleTest",39,1.00,249,3
"org.jfree.chart.needle.LineNeedle",67,1.75,460,7
"org.jfree.chart.needle.LineNeedleTest",35,1.00,163,3
"org.jfree.chart.needle.LongNeedle",118,2.40,"1,357",12
"org.jfree.chart.needle.LongNeedleTest",35,1.00,163,3
"org.jfree.chart.needle.MeterNeedle",320,1.60,"2,526",40
"org.jfree.chart.needle.MeterNeedleTest",43,1.00,736,1
"org.jfree.chart.needle.MiddlePinNeedle",88,2.25,906,9
"org.jfree.chart.needle.MiddlePinNeedleTest",35,1.00,163,3
"org.jfree.chart.needle.PinNeedle",86,2.25,870,9
"org.jfree.chart.needle.PinNeedleTest",35,1.00,163,3
"org.jfree.chart.needle.PlumNeedle",77,2.00,678,8
"org.jfree.chart.needle.PlumNeedleTest",35,1.00,163,3
"org.jfree.chart.needle.PointerNeedle",98,2.75,"1,018",11
"org.jfree.chart.needle.PointerNeedleTest",35,1.00,163,3
"org.jfree.chart.needle.ShipNeedle",76,2.00,672,8
"org.jfree.chart.needle.ShipNeedleTest",35,1.00,163,3
"org.jfree.chart.needle.WindNeedle",68,2.00,575,8
"org.jfree.chart.needle.WindNeedleTest",35,1.00,163,3
"org.jfree.chart.panel.AbstractOverlay",61,1.40,302,7
"org.jfree.chart.panel.CrosshairOverlay",503,4.05,"6,614",81
"org.jfree.chart.panel.CrosshairOverlayTest",43,1.00,403,3
"org.jfree.chart.plot.AbstractPieLabelDistributor",57,1.00,177,5
"org.jfree.chart.plot.CategoryCrosshairState",120,1.86,684,13
"org.jfree.chart.plot.CategoryMarker",119,1.62,593,13
"org.jfree.chart.plot.CategoryMarkerTest",129,1.00,"1,847",6
"org.jfree.chart.plot.CategoryPlot","4,492",2.46,"48,348",541
"org.jfree.chart.plot.CategoryPlotTest","1,025",1.00,"20,137",37
"org.jfree.chart.plot.CenterTextMode",13,n/a,2,0
"org.jfree.chart.plot.CombinedDomainCategoryPlot",557,2.84,"6,151",71
"org.jfree.chart.plot.CombinedDomainCategoryPlotTest",193,1.00,"2,434",9
"org.jfree.chart.plot.CombinedDomainXYPlot",618,2.83,"6,329",85
"org.jfree.chart.plot.CombinedDomainXYPlotTest",192,1.00,"2,808",10
"org.jfree.chart.plot.CombinedRangeCategoryPlot",455,3.05,"5,114",61
"org.jfree.chart.plot.CombinedRangeCategoryPlotTest",187,1.00,"2,375",9
"org.jfree.chart.plot.CombinedRangeXYPlot",593,2.79,"6,260",78
"org.jfree.chart.plot.CombinedRangeXYPlotTest",184,1.00,"2,746",9
"org.jfree.chart.plot.CompassPlot",697,2.53,"9,650",86
"org.jfree.chart.plot.CompassPlotTest",76,1.00,"1,025",3
"org.jfree.chart.plot.Crosshair",620,1.43,"4,898",57
"org.jfree.chart.plot.CrosshairState",308,1.42,"1,513",27
"org.jfree.chart.plot.CrosshairTest",117,1.00,"1,824",5
"org.jfree.chart.plot.DatasetRenderingOrder",17,n/a,2,0
"org.jfree.chart.plot.DefaultDrawingSupplier",414,2.59,"5,370",44
"org.jfree.chart.plot.DefaultDrawingSupplierTest",124,1.00,"1,889",3
"org.jfree.chart.plot.DialShape",12,n/a,2,0
"org.jfree.chart.plot.FastScatterPlot",922,1.98,"8,546",97
"org.jfree.chart.plot.FastScatterPlotTest",152,1.17,"2,505",7
"org.jfree.chart.plot.IntervalMarker",159,1.55,913,17
"org.jfree.chart.plot.IntervalMarkerTest",86,1.00,917,6
"org.jfree.chart.plot.Marker",550,1.51,"3,814",56
"org.jfree.chart.plot.MarkerTest",317,1.00,"3,606",15
"org.jfree.chart.plot.MeterInterval",149,1.70,946,17
"org.jfree.chart.plot.MeterIntervalTest",48,1.00,356,3
"org.jfree.chart.plot.MeterPlot","1,060",2.05,"13,209",113
"org.jfree.chart.plot.MeterPlotTest",166,1.00,"2,955",4
"org.jfree.chart.plot.MultiplePiePlot",529,2.54,"5,949",61
"org.jfree.chart.plot.MultiplePiePlotTest",122,1.00,"1,762",6
"org.jfree.chart.plot.MyPlotChangeListener",37,1.00,73,4
"org.jfree.chart.plot.PieLabelDistributor",164,2.89,"1,985",26
"org.jfree.chart.plot.PieLabelLinkStyle",14,n/a,2,0
"org.jfree.chart.plot.PieLabelRecord",215,1.81,"1,399",29
"org.jfree.chart.plot.PieLabelRecordTest",65,1.00,"1,217",3
"org.jfree.chart.plot.PiePlot","2,955",2.20,"35,729",288
"org.jfree.chart.plot.PiePlot3D",820,7.17,"15,007",86
"org.jfree.chart.plot.PiePlot3DTest",53,1.00,438,3
"org.jfree.chart.plot.PiePlotState",201,1.00,663,21
"org.jfree.chart.plot.PiePlotTest",523,1.00,"10,628",16
"org.jfree.chart.plot.PiePlotTest.NullLegendLabelGenerator",11,1.00,23,2
"org.jfree.chart.plot.Plot","1,276",2.26,"10,658",154
"org.jfree.chart.plot.PlotOrientation",33,1.00,42,2
"org.jfree.chart.plot.PlotOrientationTest",32,1.00,128,2
"org.jfree.chart.plot.PlotRenderingInfo",208,1.71,"1,313",24
"org.jfree.chart.plot.PlotRenderingInfoTest",61,1.00,925,3
"org.jfree.chart.plot.PlotState",21,1.00,30,2
"org.jfree.chart.plot.PlotTest",101,1.00,"1,588",1
"org.jfree.chart.plot.PolarAxisLocation",23,n/a,2,0
"org.jfree.chart.plot.PolarPlot","1,874",2.39,"20,668",222
"org.jfree.chart.plot.PolarPlotTest",258,1.00,"6,337",8
"org.jfree.chart.plot.RingPlot",591,2.07,"5,477",62
"org.jfree.chart.plot.RingPlotTest",94,1.00,"1,365",3
"org.jfree.chart.plot.SeriesRenderingOrder",16,n/a,2,0
"org.jfree.chart.plot.SpiderWebPlot","1,346",2.04,"14,996",139
"org.jfree.chart.plot.SpiderWebPlotTest",251,1.00,"4,959",5
"org.jfree.chart.plot.ThermometerPlot","1,393",2.11,"16,222",152
"org.jfree.chart.plot.ThermometerPlotTest",125,1.00,"2,023",4
"org.jfree.chart.plot.ValueMarker",98,1.67,420,10
"org.jfree.chart.plot.ValueMarkerTest",150,1.00,"2,429",7
"org.jfree.chart.plot.WaferMapPlot",323,2.46,"4,001",32
"org.jfree.chart.plot.XYCrosshairState",11,1.00,6,1
"org.jfree.chart.plot.XYPlot","4,984",2.71,"58,679",623
"org.jfree.chart.plot.XYPlotTest","1,169",1.00,"23,977",47
"org.jfree.chart.plot.dial.AbstractDialLayer",152,1.36,751,15
"org.jfree.chart.plot.dial.AbstractDialLayerTest",51,1.00,333,3
"org.jfree.chart.plot.dial.ArcDialFrame",413,1.44,"3,817",36
"org.jfree.chart.plot.dial.ArcDialFrameTest",95,1.00,"1,119",4
"org.jfree.chart.plot.dial.DialBackground",192,1.38,954,18
"org.jfree.chart.plot.dial.DialBackgroundTest",90,1.00,920,4
"org.jfree.chart.plot.dial.DialCap",255,1.44,"1,657",23
"org.jfree.chart.plot.dial.DialCapTest",101,1.00,"1,224",4
"org.jfree.chart.plot.dial.DialLayerChangeEvent",27,1.00,49,2
"org.jfree.chart.plot.dial.DialPlot",699,1.95,"6,744",80
"org.jfree.chart.plot.dial.DialPlotTest",204,1.00,"2,467",10
"org.jfree.chart.plot.dial.DialPointer",131,1.40,"4,332",14
"org.jfree.chart.plot.dial.DialPointer.Pin",160,1.36,"1,208",15
"org.jfree.chart.plot.dial.DialPointer.Pointer",234,1.38,"2,163",18
"org.jfree.chart.plot.dial.DialPointerTest",106,1.00,961,7
"org.jfree.chart.plot.dial.DialTextAnnotation",309,1.45,"2,300",29
"org.jfree.chart.plot.dial.DialTextAnnotationTest",90,1.00,983,4
"org.jfree.chart.plot.dial.DialValueIndicator",635,1.50,"5,421",60
"org.jfree.chart.plot.dial.DialValueIndicatorTest",129,1.00,"1,915",4
"org.jfree.chart.plot.dial.MyDialLayerChangeListener",18,1.00,12,2
"org.jfree.chart.plot.dial.StandardDialFrame",270,1.41,"2,007",24
"org.jfree.chart.plot.dial.StandardDialFrameTest",80,1.00,867,4
"org.jfree.chart.plot.dial.StandardDialRange",342,1.55,"2,736",34
"org.jfree.chart.plot.dial.StandardDialRangeTest",73,1.00,703,4
"org.jfree.chart.plot.dial.StandardDialScale",874,1.65,"7,832",81
"org.jfree.chart.plot.dial.StandardDialScaleTest",187,1.00,"3,577",6
"org.jfree.chart.renderer.AbstractRenderer","2,816",1.93,"24,278",303
"org.jfree.chart.renderer.AbstractRendererTest",576,1.00,"13,052",14
"org.jfree.chart.renderer.AbstractRendererTest.MyRendererChangeListener",17,1.00,41,2
"org.jfree.chart.renderer.AbstractRendererTest.TestRenderer",6,1.00,33,1
"org.jfree.chart.renderer.AreaRendererEndType",17,n/a,2,0
"org.jfree.chart.renderer.AreaRendererEndTypeTest",27,1.00,106,2
"org.jfree.chart.renderer.DefaultPolarItemRenderer",838,2.34,"8,505",89
"org.jfree.chart.renderer.DefaultPolarItemRendererTest",55,1.00,394,4
"org.jfree.chart.renderer.GrayPaintScale",170,1.70,995,17
"org.jfree.chart.renderer.GrayPaintScaleTest",78,1.00,868,5
"org.jfree.chart.renderer.LookupPaintScale",211,2.55,"2,375",28
"org.jfree.chart.renderer.LookupPaintScale.PaintItem",89,2.20,510,11
"org.jfree.chart.renderer.LookupPaintScaleTest",124,1.00,"2,152",6
"org.jfree.chart.renderer.NotOutlierException",14,1.00,18,1
"org.jfree.chart.renderer.Outlier",150,1.55,938,17
"org.jfree.chart.renderer.OutlierList",118,1.22,499,11
"org.jfree.chart.renderer.OutlierListCollection",122,1.50,489,12
"org.jfree.chart.renderer.OutlierTest",54,1.00,569,4
"org.jfree.chart.renderer.RendererChangeDetector",41,1.00,89,4
"org.jfree.chart.renderer.RendererState",68,1.40,195,7
"org.jfree.chart.renderer.RendererUtils",214,10.67,"2,365",32
"org.jfree.chart.renderer.RendererUtilsTest",412,1.00,"7,093",11
"org.jfree.chart.renderer.WaferMapRenderer",293,3.00,"2,996",45
"org.jfree.chart.renderer.category.AbstractCategoryItemRenderer","1,477",2.76,"16,120",163
"org.jfree.chart.renderer.category.AbstractCategoryItemRendererTest",242,1.00,"3,306",11
"org.jfree.chart.renderer.category.AreaRenderer",244,4.29,"3,392",30
"org.jfree.chart.renderer.category.AreaRendererTest",81,1.00,750,6
"org.jfree.chart.renderer.category.BarRenderer","1,174",2.73,"13,275",134
"org.jfree.chart.renderer.category.BarRendererTest",203,1.00,"3,176",9
"org.jfree.chart.renderer.category.BoxAndWhiskerRenderer",891,3.10,"13,047",93
"org.jfree.chart.renderer.category.BoxAndWhiskerRendererTest",443,1.00,"5,729",22
"org.jfree.chart.renderer.category.CategoryItemRendererState",161,1.45,692,16
"org.jfree.chart.renderer.category.CategoryStepRenderer",250,3.11,"3,021",28
"org.jfree.chart.renderer.category.CategoryStepRenderer.State",20,1.00,41,1
"org.jfree.chart.renderer.category.CategoryStepRendererTest",70,1.00,662,5
"org.jfree.chart.renderer.category.DefaultCategoryItemRenderer",10,n/a,33,0
"org.jfree.chart.renderer.category.DefaultCategoryItemRendererTest",56,1.00,263,5
"org.jfree.chart.renderer.category.GanttRenderer",501,3.44,"6,561",55
"org.jfree.chart.renderer.category.GanttRendererTest",74,1.00,692,5
"org.jfree.chart.renderer.category.GradientBarPainter",296,3.44,"4,338",31
"org.jfree.chart.renderer.category.GradientBarPainterTest",57,1.00,520,4
"org.jfree.chart.renderer.category.GroupedStackedBarRenderer",279,4.57,"3,518",32
"org.jfree.chart.renderer.category.GroupedStackedBarRendererTest",104,1.00,"1,240",6
"org.jfree.chart.renderer.category.IntervalBarRenderer",170,3.80,"1,664",19
"org.jfree.chart.renderer.category.IntervalBarRendererTest",103,1.00,"1,063",7
"org.jfree.chart.renderer.category.LayeredBarRenderer",345,7.00,"4,997",49
"org.jfree.chart.renderer.category.LayeredBarRendererTest",74,1.00,451,6
"org.jfree.chart.renderer.category.LevelRenderer",351,2.69,"3,856",35
"org.jfree.chart.renderer.category.LevelRendererTest",127,1.00,"1,326",8
"org.jfree.chart.renderer.category.LineAndShapeRenderer",732,2.29,"6,655",80
"org.jfree.chart.renderer.category.LineAndShapeRendererTest",203,2.62,"3,064",21
"org.jfree.chart.renderer.category.MinMaxCategoryRenderer",430,1.88,"4,649",47
"org.jfree.chart.renderer.category.MinMaxCategoryRendererTest",89,1.00,791,6
"org.jfree.chart.renderer.category.ScatterRenderer",477,2.21,"4,014",53
"org.jfree.chart.renderer.category.ScatterRendererTest",140,1.71,"1,782",12
"org.jfree.chart.renderer.category.StackedAreaRenderer",386,3.64,"5,601",40
"org.jfree.chart.renderer.category.StackedAreaRendererTest",80,1.00,814,6
"org.jfree.chart.renderer.category.StackedBarRenderer",288,4.11,"3,259",37
"org.jfree.chart.renderer.category.StackedBarRendererTest",81,1.00,841,6
"org.jfree.chart.renderer.category.StandardBarPainter",158,3.50,"1,247",21
"org.jfree.chart.renderer.category.StandardBarPainterTest",46,1.00,175,4
"org.jfree.chart.renderer.category.StatisticalBarRenderer",458,4.50,"5,586",54
"org.jfree.chart.renderer.category.StatisticalBarRendererTest",205,1.00,"2,201",11
"org.jfree.chart.renderer.category.StatisticalLineAndShapeRenderer",370,3.75,"4,413",45
"org.jfree.chart.renderer.category.StatisticalLineAndShapeRendererTest",127,1.00,"1,292",8
"org.jfree.chart.renderer.category.WaterfallBarRenderer",368,2.73,"4,336",41
"org.jfree.chart.renderer.category.WaterfallBarRendererTest",127,1.00,685,6
"org.jfree.chart.renderer.xy.AbstractXYItemRenderer","1,442",2.98,"17,871",158
"org.jfree.chart.renderer.xy.AbstractXYItemRendererTest",116,1.00,"1,128",8
"org.jfree.chart.renderer.xy.CandlestickRenderer",763,2.57,"7,685",77
"org.jfree.chart.renderer.xy.CandlestickRendererTest",148,1.00,"2,046",7
"org.jfree.chart.renderer.xy.ClusteredXYBarRenderer",269,3.75,"3,314",30
"org.jfree.chart.renderer.xy.ClusteredXYBarRendererTest",110,1.00,"1,603",7
"org.jfree.chart.renderer.xy.CyclicXYItemRenderer",235,7.20,"5,342",36
"org.jfree.chart.renderer.xy.CyclicXYItemRenderer.OverwriteDataSet",173,1.21,721,17
"org.jfree.chart.renderer.xy.DefaultXYItemRenderer",10,n/a,24,0
"org.jfree.chart.renderer.xy.DeviationRenderer",267,2.33,"2,814",28
"org.jfree.chart.renderer.xy.DeviationRenderer.State",25,1.00,55,1
"org.jfree.chart.renderer.xy.DeviationRendererTest",60,1.00,362,5
"org.jfree.chart.renderer.xy.GradientXYBarPainter",295,3.44,"4,331",31
"org.jfree.chart.renderer.xy.GradientXYBarPainterTest",58,1.00,520,4
"org.jfree.chart.renderer.xy.HighLowRenderer",393,2.82,"3,768",48
"org.jfree.chart.renderer.xy.HighLowRendererTest",107,1.00,"1,128",6
"org.jfree.chart.renderer.xy.RendererXYPackageUtils",41,1.00,305,2
"org.jfree.chart.renderer.xy.SamplingXYLineRenderer",218,2.62,"2,532",21
"org.jfree.chart.renderer.xy.SamplingXYLineRenderer.State",62,1.00,206,2
"org.jfree.chart.renderer.xy.StackedXYAreaRenderer",457,3.44,"5,257",55
"org.jfree.chart.renderer.xy.StackedXYAreaRenderer.StackedXYAreaRendererState",81,1.00,229,8
"org.jfree.chart.renderer.xy.StackedXYAreaRenderer2",442,3.67,"6,439",44
"org.jfree.chart.renderer.xy.StackedXYAreaRenderer2Test",107,1.00,975,7
"org.jfree.chart.renderer.xy.StackedXYAreaRendererTest",148,1.00,"1,711",8
"org.jfree.chart.renderer.xy.StackedXYBarRenderer",334,4.30,"3,446",43
"org.jfree.chart.renderer.xy.StackedXYBarRendererTest",103,1.00,"1,001",7
"org.jfree.chart.renderer.xy.StandardXYBarPainter",158,3.50,"1,241",21
"org.jfree.chart.renderer.xy.StandardXYBarPainterTest",46,1.00,175,4
"org.jfree.chart.renderer.xy.StandardXYItemRenderer",771,2.68,"8,495",91
"org.jfree.chart.renderer.xy.StandardXYItemRenderer.State",58,1.00,143,5
"org.jfree.chart.renderer.xy.StandardXYItemRendererTest",167,1.00,"2,655",7
"org.jfree.chart.renderer.xy.VectorRenderer",265,5.00,"3,838",30
"org.jfree.chart.renderer.xy.VectorRendererTest",61,1.00,376,5
"org.jfree.chart.renderer.xy.WindItemRenderer",105,1.00,"1,538",3
"org.jfree.chart.renderer.xy.WindItemRendererTest",54,1.00,263,5
"org.jfree.chart.renderer.xy.XYAreaRenderer",570,3.09,"7,381",68
"org.jfree.chart.renderer.xy.XYAreaRenderer.XYAreaRendererState",19,1.00,51,1
"org.jfree.chart.renderer.xy.XYAreaRenderer2",325,2.67,"4,103",32
"org.jfree.chart.renderer.xy.XYAreaRenderer2Test",131,1.00,"1,681",7
"org.jfree.chart.renderer.xy.XYAreaRendererTest",165,1.00,"2,466",7
"org.jfree.chart.renderer.xy.XYBarRenderer","1,026",2.84,"11,872",125
"org.jfree.chart.renderer.xy.XYBarRenderer.XYBarRendererState",31,1.00,76,3
"org.jfree.chart.renderer.xy.XYBarRendererTest",261,1.00,"4,732",11
"org.jfree.chart.renderer.xy.XYBlockRenderer",433,2.63,"4,331",50
"org.jfree.chart.renderer.xy.XYBlockRendererTest",136,1.00,"1,382",9
"org.jfree.chart.renderer.xy.XYBoxAndWhiskerRenderer",662,2.83,"9,287",65
"org.jfree.chart.renderer.xy.XYBoxAndWhiskerRendererTest",101,1.00,"1,166",6
"org.jfree.chart.renderer.xy.XYBubbleRenderer",258,4.29,"3,256",30
"org.jfree.chart.renderer.xy.XYBubbleRendererTest",101,1.00,"1,469",6
"org.jfree.chart.renderer.xy.XYDifferenceRenderer",995,3.68,"14,337",92
"org.jfree.chart.renderer.xy.XYDifferenceRendererTest",131,1.17,"1,751",7
"org.jfree.chart.renderer.xy.XYDotRenderer",291,2.31,"2,410",30
"org.jfree.chart.renderer.xy.XYDotRendererTest",105,1.00,"1,218",6
"org.jfree.chart.renderer.xy.XYErrorRenderer",367,2.06,"3,498",35
"org.jfree.chart.renderer.xy.XYErrorRendererTest",123,1.00,"1,143",9
"org.jfree.chart.renderer.xy.XYItemRendererState",129,1.00,360,7
"org.jfree.chart.renderer.xy.XYLineAndShapeRenderer",948,2.27,"9,040",100
"org.jfree.chart.renderer.xy.XYLineAndShapeRenderer.State",60,1.00,216,4
