Complexity metrics,Sun, 23 Jun 2019 17:35:44 EDT
Method,ev(G),iv(G),LOC,V,v(G)
"org.apache.commons.io.monitor.FileAlterationObserver.listFiles(File)",1,4,20,144,6
"org.apache.commons.io.monitor.FileAlterationObserver.removeListener(FileAlterationListener)",1,2,11,36,3
"org.apache.commons.io.monitor.FileAlterationObserver.toString()",1,2,21,183,2
"org.apache.commons.io.monitor.FileAlterationObserverTestCase.FileAlterationObserverTestCase(String)",1,1,9,15,1
"org.apache.commons.io.monitor.FileAlterationObserverTestCase.checkAndNotify()",1,1,8,11,1
"org.apache.commons.io.monitor.FileAlterationObserverTestCase.setUp()",1,1,5,24,1
"org.apache.commons.io.monitor.FileAlterationObserverTestCase.testAddRemoveListeners()",1,1,21,230,1
"org.apache.commons.io.monitor.FileAlterationObserverTestCase.testDirectory()",1,2,55,"1,158",2
"org.apache.commons.io.monitor.FileAlterationObserverTestCase.testFileCreate()",1,2,55,"1,031",2
"org.apache.commons.io.monitor.FileAlterationObserverTestCase.testFileDelete()",1,2,55,"1,039",2
"org.apache.commons.io.monitor.FileAlterationObserverTestCase.testFileUpdate()",1,2,52,965,2
"org.apache.commons.io.monitor.FileAlterationObserverTestCase.testObserveSingleFile()",1,2,50,912,2
"org.apache.commons.io.monitor.FileAlterationObserverTestCase.testToString()",1,1,14,120,1
"org.apache.commons.io.monitor.FileEntry.FileEntry(File)",1,1,8,11,1
"org.apache.commons.io.monitor.FileEntry.FileEntry(FileEntry,File)",2,1,14,68,2
"org.apache.commons.io.monitor.FileEntry.getChildren()",1,1,10,18,2
"org.apache.commons.io.monitor.FileEntry.getFile()",1,1,8,4,1
"org.apache.commons.io.monitor.FileEntry.getLastModified()",1,1,9,8,1
"org.apache.commons.io.monitor.FileEntry.getLength()",1,1,8,8,1
"org.apache.commons.io.monitor.FileEntry.getLevel()",1,2,8,36,2
"org.apache.commons.io.monitor.FileEntry.getName()",1,1,8,4,1
"org.apache.commons.io.monitor.FileEntry.getParent()",1,1,8,4,1
"org.apache.commons.io.monitor.FileEntry.isDirectory()",1,1,8,8,1
"org.apache.commons.io.monitor.FileEntry.isExists()",1,1,9,8,1
"org.apache.commons.io.monitor.FileEntry.newChildInstance(File)",1,1,12,11,1
"org.apache.commons.io.monitor.FileEntry.refresh(File)",1,4,32,215,8
"org.apache.commons.io.monitor.FileEntry.setChildren(FileEntry[])",1,1,8,11,1
"org.apache.commons.io.monitor.FileEntry.setDirectory(boolean)",1,1,8,15,1
"org.apache.commons.io.monitor.FileEntry.setExists(boolean)",1,1,9,15,1
"org.apache.commons.io.monitor.FileEntry.setLastModified(long)",1,1,9,15,1
"org.apache.commons.io.monitor.FileEntry.setLength(long)",1,1,8,15,1
"org.apache.commons.io.monitor.FileEntry.setName(String)",1,1,8,11,1
"org.apache.commons.io.output.BrokenOutputStream.BrokenOutputStream()",1,1,6,11,1
"org.apache.commons.io.output.BrokenOutputStream.BrokenOutputStream(IOException)",1,1,8,8,1
"org.apache.commons.io.output.BrokenOutputStream.close()",1,1,9,11,1
"org.apache.commons.io.output.BrokenOutputStream.flush()",1,1,9,11,1
"org.apache.commons.io.output.BrokenOutputStream.write(int)",1,1,10,15,1
"org.apache.commons.io.output.BrokenOutputStreamTest.setUp()",1,1,5,20,1
"org.apache.commons.io.output.BrokenOutputStreamTest.testClose()",1,2,8,38,2
"org.apache.commons.io.output.BrokenOutputStreamTest.testFlush()",1,2,8,38,2
"org.apache.commons.io.output.BrokenOutputStreamTest.testWrite()",1,4,20,155,4
"org.apache.commons.io.output.ByteArrayOutputStream.ByteArrayOutputStream()",1,1,7,8,1
"org.apache.commons.io.output.ByteArrayOutputStream.ByteArrayOutputStream(int)",2,1,16,55,2
"org.apache.commons.io.output.ByteArrayOutputStream.close()",1,1,12,4,1
"org.apache.commons.io.output.ByteArrayOutputStream.needNewBuffer(int)",1,3,29,239,3
"org.apache.commons.io.output.ByteArrayOutputStream.reset()",1,1,9,43,1
"org.apache.commons.io.output.ByteArrayOutputStream.size()",1,1,7,11,1
"org.apache.commons.io.output.ByteArrayOutputStream.toBufferedInputStream()",4,2,26,162,4
"org.apache.commons.io.output.ByteArrayOutputStream.toBufferedInputStream(InputStream)",1,1,27,31,1
"org.apache.commons.io.output.ByteArrayOutputStream.toByteArray()",4,2,25,187,4
"org.apache.commons.io.output.ByteArrayOutputStream.toString()",1,1,9,8,1
"org.apache.commons.io.output.ByteArrayOutputStream.toString(String)",1,1,12,15,1
"org.apache.commons.io.output.ByteArrayOutputStream.write(InputStream)",1,3,27,227,3
"org.apache.commons.io.output.ByteArrayOutputStream.write(byte[],int,int)",3,3,33,403,9
"org.apache.commons.io.output.ByteArrayOutputStream.write(int)",1,2,14,106,2
"org.apache.commons.io.output.ByteArrayOutputStream.writeTo(OutputStream)",3,2,19,112,3
"org.apache.commons.io.output.ByteArrayOutputStreamTestCase.ByteArrayOutputStreamTestCase(String)",1,1,3,8,1
"org.apache.commons.io.output.ByteArrayOutputStreamTestCase.byteCmp(byte[],byte[])",3,1,8,100,3
"org.apache.commons.io.output.ByteArrayOutputStreamTestCase.checkByteArrays(byte[],byte[])",1,3,8,72,3
"org.apache.commons.io.output.ByteArrayOutputStreamTestCase.checkStreams(ByteArrayOutputStream,ByteArrayOutputStream)",1,1,8,64,1
"org.apache.commons.io.output.ByteArrayOutputStreamTestCase.testStream()",1,1,42,542,1
"org.apache.commons.io.output.ByteArrayOutputStreamTestCase.writeData(ByteArrayOutputStream,ByteArrayOutputStream,int)",3,2,16,160,3
"org.apache.commons.io.output.ByteArrayOutputStreamTestCase.writeData(ByteArrayOutputStream,ByteArrayOutputStream,int[])",1,2,9,51,2
"org.apache.commons.io.output.CloseShieldOutputStream.CloseShieldOutputStream(OutputStream)",1,1,9,8,1
"org.apache.commons.io.output.CloseShieldOutputStream.close()",1,1,9,8,1
"org.apache.commons.io.output.CloseShieldOutputStreamTest.setUp()",1,1,4,41,1
"org.apache.commons.io.output.CloseShieldOutputStreamTest.testClose()",1,1,16,120,2
"org.apache.commons.io.output.ClosedOutputStream.write(int)",1,1,10,28,1
"org.apache.commons.io.output.ClosedOutputStreamTest.testRead()",1,1,11,28,2
"org.apache.commons.io.output.CountingOutputStream.CountingOutputStream(OutputStream)",1,1,8,8,1
"org.apache.commons.io.output.CountingOutputStream.beforeWrite(int)",1,1,10,15,1
"org.apache.commons.io.output.CountingOutputStream.getByteCount()",1,1,13,15,1
"org.apache.commons.io.output.CountingOutputStream.getCount()",2,1,17,59,2
"org.apache.commons.io.output.CountingOutputStream.resetByteCount()",1,1,15,33,1
"org.apache.commons.io.output.CountingOutputStream.resetCount()",2,1,17,59,2
"org.apache.commons.io.output.CountingOutputStreamTest.CountingOutputStreamTest(String)",1,1,3,8,1
"org.apache.commons.io.output.CountingOutputStreamTest.assertByteArrayEquals(String,byte[],int,int)",1,2,5,92,2
"org.apache.commons.io.output.CountingOutputStreamTest.testCounting()",1,3,29,615,5
"org.apache.commons.io.output.CountingOutputStreamTest.testLargeFiles_IO84()",1,1,28,206,3
"org.apache.commons.io.output.DeferredFileOutputStream.DeferredFileOutputStream(int,File)",1,1,11,25,1
"org.apache.commons.io.output.DeferredFileOutputStream.DeferredFileOutputStream(int,File,String,String,File)",1,1,19,85,1
"org.apache.commons.io.output.DeferredFileOutputStream.DeferredFileOutputStream(int,String,String,File)",2,1,18,60,2
"org.apache.commons.io.output.DeferredFileOutputStream.close()",1,1,11,19,1
"org.apache.commons.io.output.DeferredFileOutputStream.getData()",2,2,16,33,2
"org.apache.commons.io.output.DeferredFileOutputStream.getFile()",1,1,18,4,1
"org.apache.commons.io.output.DeferredFileOutputStream.getStream()",1,1,13,8,1
"org.apache.commons.io.output.DeferredFileOutputStream.isInMemory()",1,1,11,11,1
"org.apache.commons.io.output.DeferredFileOutputStream.thresholdReached()",1,2,19,84,2
"org.apache.commons.io.output.DeferredFileOutputStream.writeTo(OutputStream)",2,2,30,103,3
"org.apache.commons.io.output.DeferredFileOutputStreamTest.DeferredFileOutputStreamTest(String)",1,1,9,8,1
"org.apache.commons.io.output.DeferredFileOutputStreamTest.testAboveThreshold()",1,2,25,153,2
"org.apache.commons.io.output.DeferredFileOutputStreamTest.testAtThreshold()",1,2,21,147,2
"org.apache.commons.io.output.DeferredFileOutputStreamTest.testBelowThreshold()",1,2,21,160,2
"org.apache.commons.io.output.DeferredFileOutputStreamTest.testTempFileAboveThreshold()",1,2,29,393,2
"org.apache.commons.io.output.DeferredFileOutputStreamTest.testTempFileAboveThresholdPrefixOnly()",1,2,28,340,2
"org.apache.commons.io.output.DeferredFileOutputStreamTest.testTempFileBelowThreshold()",1,2,21,175,2
"org.apache.commons.io.output.DeferredFileOutputStreamTest.testTempFileError()",1,1,16,73,2
"org.apache.commons.io.output.DeferredFileOutputStreamTest.testThresholdReached()",1,2,29,264,2
"org.apache.commons.io.output.DeferredFileOutputStreamTest.testWriteToLarge()",1,2,30,238,3
"org.apache.commons.io.output.DeferredFileOutputStreamTest.testWriteToSmall()",1,2,29,225,3
"org.apache.commons.io.output.DeferredFileOutputStreamTest.verifyResultFile(File)",1,3,30,182,4
"org.apache.commons.io.output.DemuxOutputStream.bindStream(OutputStream)",1,1,12,22,1
"org.apache.commons.io.output.DemuxOutputStream.close()",1,2,15,36,2
"org.apache.commons.io.output.DemuxOutputStream.flush()",1,2,15,36,2
"org.apache.commons.io.output.DemuxOutputStream.write(int)",1,2,16,46,2
"org.apache.commons.io.output.FileWriterWithEncoding.FileWriterWithEncoding(File,Charset)",1,1,11,19,1
"org.apache.commons.io.output.FileWriterWithEncoding.FileWriterWithEncoding(File,Charset,boolean)",1,1,13,38,1
"org.apache.commons.io.output.FileWriterWithEncoding.FileWriterWithEncoding(File,CharsetEncoder)",1,1,11,19,1
"org.apache.commons.io.output.FileWriterWithEncoding.FileWriterWithEncoding(File,CharsetEncoder,boolean)",1,1,13,38,1
"org.apache.commons.io.output.FileWriterWithEncoding.FileWriterWithEncoding(File,String)",1,1,11,19,1
"org.apache.commons.io.output.FileWriterWithEncoding.FileWriterWithEncoding(File,String,boolean)",1,1,13,38,1
"org.apache.commons.io.output.FileWriterWithEncoding.FileWriterWithEncoding(String,Charset)",1,1,11,24,1
"org.apache.commons.io.output.FileWriterWithEncoding.FileWriterWithEncoding(String,Charset,boolean)",1,1,12,28,1
"org.apache.commons.io.output.FileWriterWithEncoding.FileWriterWithEncoding(String,CharsetEncoder)",1,1,11,24,1
"org.apache.commons.io.output.FileWriterWithEncoding.FileWriterWithEncoding(String,CharsetEncoder,boolean)",1,1,12,28,1
"org.apache.commons.io.output.FileWriterWithEncoding.FileWriterWithEncoding(String,String)",1,1,11,24,1
"org.apache.commons.io.output.FileWriterWithEncoding.FileWriterWithEncoding(String,String,boolean)",1,1,12,28,1
"org.apache.commons.io.output.FileWriterWithEncoding.close()",1,1,8,11,1
"org.apache.commons.io.output.FileWriterWithEncoding.flush()",1,1,8,11,1
"org.apache.commons.io.output.FileWriterWithEncoding.initWriter(File,Object,boolean)",3,5,47,365,9
"org.apache.commons.io.output.FileWriterWithEncoding.write(String)",1,1,9,15,1
"org.apache.commons.io.output.FileWriterWithEncoding.write(String,int,int)",1,1,11,31,1
"org.apache.commons.io.output.FileWriterWithEncoding.write(char[])",1,1,9,19,1
"org.apache.commons.io.output.FileWriterWithEncoding.write(char[],int,int)",1,1,11,36,1
"org.apache.commons.io.output.FileWriterWithEncoding.write(int)",1,1,9,19,1
"org.apache.commons.io.output.FileWriterWithEncodingTest.FileWriterWithEncodingTest(String)",1,1,3,8,1
"org.apache.commons.io.output.FileWriterWithEncodingTest.setUp()",1,2,20,250,3
"org.apache.commons.io.output.FileWriterWithEncodingTest.tearDown()",1,1,6,26,1
"org.apache.commons.io.output.FileWriterWithEncodingTest.testConstructor_File_directory()",1,2,14,74,2
"org.apache.commons.io.output.FileWriterWithEncodingTest.testConstructor_File_encoding_badEncoding()",1,2,14,72,2
"org.apache.commons.io.output.FileWriterWithEncodingTest.testConstructor_File_nullFile()",1,2,14,78,2
"org.apache.commons.io.output.FileWriterWithEncodingTest.testConstructor_fileName_nullFile()",1,2,14,78,2
"org.apache.commons.io.output.FileWriterWithEncodingTest.testDifferentEncoding()",1,3,52,451,5
"org.apache.commons.io.output.FileWriterWithEncodingTest.testSameEncoding()",1,1,21,188,1
"org.apache.commons.io.output.LockableFileWriter.LockableFileWriter(File)",1,1,11,19,1
"org.apache.commons.io.output.LockableFileWriter.LockableFileWriter(File,Charset)",1,1,12,24,1
"org.apache.commons.io.output.LockableFileWriter.LockableFileWriter(File,Charset,boolean,String)",2,3,35,237,4
"org.apache.commons.io.output.LockableFileWriter.LockableFileWriter(File,String)",1,1,14,24,1
"org.apache.commons.io.output.LockableFileWriter.LockableFileWriter(File,String,boolean,String)",1,1,17,33,1
"org.apache.commons.io.output.LockableFileWriter.LockableFileWriter(File,boolean)",1,1,11,24,1
"org.apache.commons.io.output.LockableFileWriter.LockableFileWriter(File,boolean,String)",1,1,12,28,1
"org.apache.commons.io.output.LockableFileWriter.LockableFileWriter(String)",1,1,11,19,1
"org.apache.commons.io.output.LockableFileWriter.LockableFileWriter(String,boolean)",1,1,11,24,1
"org.apache.commons.io.output.LockableFileWriter.LockableFileWriter(String,boolean,String)",1,1,12,28,1
"org.apache.commons.io.output.LockableFileWriter.close()",1,1,13,28,1
"org.apache.commons.io.output.LockableFileWriter.createLock()",2,2,14,66,2
"org.apache.commons.io.output.LockableFileWriter.flush()",1,1,8,11,1
"org.apache.commons.io.output.LockableFileWriter.initWriter(File,Charset,boolean)",1,5,36,239,5
"org.apache.commons.io.output.LockableFileWriter.testLockDir(File)",3,3,17,87,3
"org.apache.commons.io.output.LockableFileWriter.write(String)",1,1,9,15,1
"org.apache.commons.io.output.LockableFileWriter.write(String,int,int)",1,1,11,31,1
"org.apache.commons.io.output.LockableFileWriter.write(char[])",1,1,9,19,1
"org.apache.commons.io.output.LockableFileWriter.write(char[],int,int)",1,1,11,36,1
"org.apache.commons.io.output.LockableFileWriter.write(int)",1,1,9,19,1
"org.apache.commons.io.output.LockableFileWriterTest.LockableFileWriterTest(String)",1,1,3,8,1
"org.apache.commons.io.output.LockableFileWriterTest.setUp()",1,1,8,101,1
"org.apache.commons.io.output.LockableFileWriterTest.tearDown()",1,1,6,20,1
"org.apache.commons.io.output.LockableFileWriterTest.testAlternateLockDir()",1,2,27,249,2
"org.apache.commons.io.output.LockableFileWriterTest.testConstructor_File_directory()",1,2,16,93,2
"org.apache.commons.io.output.LockableFileWriterTest.testConstructor_File_encoding_badEncoding()",1,2,16,104,2
"org.apache.commons.io.output.LockableFileWriterTest.testConstructor_File_nullFile()",1,2,16,97,2
"org.apache.commons.io.output.LockableFileWriterTest.testConstructor_fileName_nullFile()",1,2,16,97,2
"org.apache.commons.io.output.LockableFileWriterTest.testFileLocked()",1,3,40,324,3
"org.apache.commons.io.output.LockableFileWriterTest.testFileNotLocked()",1,1,25,167,1
"org.apache.commons.io.output.NullOutputStream.write(byte[])",1,1,9,8,1
"org.apache.commons.io.output.NullOutputStream.write(byte[],int,int)",1,1,10,10,1
"org.apache.commons.io.output.NullOutputStream.write(int)",1,1,8,4,1
"org.apache.commons.io.output.NullOutputStreamTest.NullOutputStreamTest(String)",1,1,3,8,1
"org.apache.commons.io.output.NullOutputStreamTest.testNull()",1,1,11,131,1
"org.apache.commons.io.output.NullWriter.NullWriter()",1,1,5,0,1
"org.apache.commons.io.output.NullWriter.append(CharSequence)",1,1,11,4,1
"org.apache.commons.io.output.NullWriter.append(CharSequence,int,int)",1,1,13,10,1
"org.apache.commons.io.output.NullWriter.append(char)",1,1,11,8,1
"org.apache.commons.io.output.NullWriter.close()",1,1,5,2,1
"org.apache.commons.io.output.NullWriter.flush()",1,1,5,2,1
"org.apache.commons.io.output.NullWriter.write(String)",1,1,8,2,1
"org.apache.commons.io.output.NullWriter.write(String,int,int)",1,1,10,6,1
"org.apache.commons.io.output.NullWriter.write(char[])",1,1,8,4,1
"org.apache.commons.io.output.NullWriter.write(char[],int,int)",1,1,10,10,1
"org.apache.commons.io.output.NullWriter.write(int)",1,1,8,4,1
"org.apache.commons.io.output.NullWriterTest.NullWriterTest(String)",1,1,3,8,1
"org.apache.commons.io.output.NullWriterTest.testNull()",1,1,11,135,1
"org.apache.commons.io.output.ProxyOutputStream.ProxyOutputStream(OutputStream)",1,1,9,8,1
"org.apache.commons.io.output.ProxyOutputStream.afterWrite(int)",1,1,16,13,1
"org.apache.commons.io.output.ProxyOutputStream.beforeWrite(int)",1,1,15,13,1
"org.apache.commons.io.output.ProxyOutputStream.close()",1,2,12,28,2
"org.apache.commons.io.output.ProxyOutputStream.flush()",1,2,12,28,2
"org.apache.commons.io.output.ProxyOutputStream.handleIOException(IOException)",1,1,12,11,1
"org.apache.commons.io.output.ProxyOutputStream.write(byte[])",1,2,16,93,3
"org.apache.commons.io.output.ProxyOutputStream.write(byte[],int,int)",1,2,17,76,2
"org.apache.commons.io.output.ProxyOutputStream.write(int)",1,2,15,57,2
"org.apache.commons.io.output.ProxyOutputStreamTest.setUp()",1,2,6,68,2
"org.apache.commons.io.output.ProxyOutputStreamTest.testWrite()",1,1,5,53,1
"org.apache.commons.io.output.ProxyOutputStreamTest.testWriteNullBaSucceeds()",1,1,5,34,1
"org.apache.commons.io.output.ProxyWriter.ProxyWriter(Writer)",1,1,9,8,1
"org.apache.commons.io.output.ProxyWriter.afterWrite(int)",1,1,16,13,1
"org.apache.commons.io.output.ProxyWriter.append(CharSequence)",1,3,22,103,3
"org.apache.commons.io.output.ProxyWriter.append(CharSequence,int,int)",1,2,20,94,2
"org.apache.commons.io.output.ProxyWriter.append(char)",1,2,18,62,2
"org.apache.commons.io.output.ProxyWriter.beforeWrite(int)",1,1,15,13,1
"org.apache.commons.io.output.ProxyWriter.close()",1,2,12,28,2
"org.apache.commons.io.output.ProxyWriter.flush()",1,2,12,28,2
"org.apache.commons.io.output.ProxyWriter.handleIOException(IOException)",1,1,12,11,1
"org.apache.commons.io.output.ProxyWriter.write(String)",1,3,19,97,3
"org.apache.commons.io.output.ProxyWriter.write(String,int,int)",1,2,17,70,2
"org.apache.commons.io.output.ProxyWriter.write(char[])",1,2,19,103,3
"org.apache.commons.io.output.ProxyWriter.write(char[],int,int)",1,2,17,76,2
"org.apache.commons.io.output.ProxyWriter.write(int)",1,2,15,57,2
"org.apache.commons.io.output.ProxyWriterTest.ProxyWriterTest(String)",1,1,3,8,1
"org.apache.commons.io.output.ProxyWriterTest.testAppendCharSequence()",1,2,11,70,2
"org.apache.commons.io.output.ProxyWriterTest.testNullCharArray()",1,3,14,101,3
"org.apache.commons.io.output.ProxyWriterTest.testNullCharSequencec()",1,2,9,46,2
"org.apache.commons.io.output.ProxyWriterTest.testNullString()",1,3,14,91,3
"org.apache.commons.io.output.ProxyWriterTest.testWriteCharArray()",1,2,11,93,2
"org.apache.commons.io.output.ProxyWriterTest.testWriteCharArrayPartial()",1,2,11,105,2
"org.apache.commons.io.output.ProxyWriterTest.testWriteString()",1,2,11,70,2
"org.apache.commons.io.output.ProxyWriterTest.testWriteStringPartial()",1,2,11,83,2
"org.apache.commons.io.output.StringBuilderWriter.StringBuilderWriter()",1,1,6,8,1
"org.apache.commons.io.output.StringBuilderWriter.StringBuilderWriter(StringBuilder)",1,1,8,22,2
"org.apache.commons.io.output.StringBuilderWriter.StringBuilderWriter(int)",1,1,8,15,1
"org.apache.commons.io.output.StringBuilderWriter.append(CharSequence)",1,1,11,15,1
"org.apache.commons.io.output.StringBuilderWriter.append(CharSequence,int,int)",1,1,13,31,1
"org.apache.commons.io.output.StringBuilderWriter.append(char)",1,1,11,19,1
"org.apache.commons.io.output.StringBuilderWriter.close()",1,1,6,2,1
"org.apache.commons.io.output.StringBuilderWriter.flush()",1,1,6,2,1
"org.apache.commons.io.output.StringBuilderWriter.getBuilder()",1,1,8,4,1
"org.apache.commons.io.output.StringBuilderWriter.toString()",1,1,9,8,1
"org.apache.commons.io.output.StringBuilderWriter.write(String)",1,2,11,26,2
"org.apache.commons.io.output.StringBuilderWriter.write(char[],int,int)",1,2,13,50,2
"org.apache.commons.io.output.StringBuilderWriterTest.StringBuilderWriterTest(String)",1,1,7,8,1
"org.apache.commons.io.output.StringBuilderWriterTest.testAppendChar()",1,1,6,57,1
"org.apache.commons.io.output.StringBuilderWriterTest.testAppendCharSequence()",1,1,6,44,1
"org.apache.commons.io.output.StringBuilderWriterTest.testAppendCharSequencePortion()",1,1,6,76,1
"org.apache.commons.io.output.StringBuilderWriterTest.testAppendConstructCapacity()",1,1,6,39,1
"org.apache.commons.io.output.StringBuilderWriterTest.testAppendConstructNull()",1,1,6,39,1
"org.apache.commons.io.output.StringBuilderWriterTest.testAppendConstructStringBuilder()",1,1,8,62,1
"org.apache.commons.io.output.StringBuilderWriterTest.testClose()",1,2,12,85,2
"org.apache.commons.io.output.StringBuilderWriterTest.testWriteChar()",1,1,10,98,1
"org.apache.commons.io.output.StringBuilderWriterTest.testWriteCharArray()",1,1,8,108,1
"org.apache.commons.io.output.StringBuilderWriterTest.testWriteCharArrayPortion()",1,1,8,97,1
"org.apache.commons.io.output.StringBuilderWriterTest.testWriteString()",1,1,8,62,1
"org.apache.commons.io.output.StringBuilderWriterTest.testWriteStringPortion()",1,1,8,91,1
"org.apache.commons.io.output.TaggedOutputStream.TaggedOutputStream(OutputStream)",1,1,8,8,1
"org.apache.commons.io.output.TaggedOutputStream.handleIOException(IOException)",1,1,10,19,1
"org.apache.commons.io.output.TaggedOutputStream.isCauseOf(Exception)",1,1,10,15,1
"org.apache.commons.io.output.TaggedOutputStream.throwIfCauseOf(Exception)",1,1,13,15,1
"org.apache.commons.io.output.TaggedOutputStreamTest.testBrokenStream()",1,7,44,293,7
"org.apache.commons.io.output.TaggedOutputStreamTest.testNormalStream()",1,2,17,218,2
"org.apache.commons.io.output.TaggedOutputStreamTest.testOtherException()",1,3,19,128,3
"org.apache.commons.io.output.TeeOutputStream.TeeOutputStream(OutputStream,OutputStream)",1,1,9,19,1
"org.apache.commons.io.output.TeeOutputStream.close()",1,1,19,33,1
"org.apache.commons.io.output.TeeOutputStream.flush()",1,1,9,24,1
"org.apache.commons.io.output.TeeOutputStream.write(byte[])",1,1,10,41,1
"org.apache.commons.io.output.TeeOutputStream.write(byte[],int,int)",1,1,12,68,1
"org.apache.commons.io.output.TeeOutputStream.write(int)",1,1,10,41,1
"org.apache.commons.io.output.TeeOutputStreamTest.ExceptionOnCloseByteArrayOutputStream.close()",1,1,4,11,1
"org.apache.commons.io.output.TeeOutputStreamTest.RecordCloseByteArrayOutputStream.close()",1,1,5,19,1
"org.apache.commons.io.output.TeeOutputStreamTest.TeeOutputStreamTest(String)",1,1,3,8,1
"org.apache.commons.io.output.TeeOutputStreamTest.assertByteArrayEquals(String,byte[],byte[])",1,2,6,129,2
"org.apache.commons.io.output.TeeOutputStreamTest.testCloseBranchIOException()",1,2,15,76,2
"org.apache.commons.io.output.TeeOutputStreamTest.testCloseMainIOException()",1,2,15,76,2
"org.apache.commons.io.output.TeeOutputStreamTest.testTee()",1,2,22,405,4
"org.apache.commons.io.output.ThresholdingOutputStream.ThresholdingOutputStream(int)",1,1,10,11,1
"org.apache.commons.io.output.ThresholdingOutputStream.checkThreshold(int)",1,2,18,62,3
"org.apache.commons.io.output.ThresholdingOutputStream.close()",1,1,19,24,2
"org.apache.commons.io.output.ThresholdingOutputStream.flush()",1,1,11,11,1
"org.apache.commons.io.output.ThresholdingOutputStream.getByteCount()",1,1,9,8,1
"org.apache.commons.io.output.ThresholdingOutputStream.getThreshold()",1,1,9,8,1
"org.apache.commons.io.output.ThresholdingOutputStream.isThresholdExceeded()",1,1,11,15,1
"org.apache.commons.io.output.ThresholdingOutputStream.resetByteCount()",1,1,9,22,1
"org.apache.commons.io.output.ThresholdingOutputStream.write(byte[])",1,1,15,43,1
"org.apache.commons.io.output.ThresholdingOutputStream.write(byte[],int,int)",1,1,17,53,1
"org.apache.commons.io.output.ThresholdingOutputStream.write(int)",1,1,14,38,1
"org.apache.commons.io.output.WriterOutputStream.WriterOutputStream(Writer)",1,1,10,19,1
"org.apache.commons.io.output.WriterOutputStream.WriterOutputStream(Writer,Charset)",1,1,11,19,1
"org.apache.commons.io.output.WriterOutputStream.WriterOutputStream(Writer,Charset,int,boolean)",1,1,21,62,1
"org.apache.commons.io.output.WriterOutputStream.WriterOutputStream(Writer,CharsetDecoder)",1,1,12,19,1
"org.apache.commons.io.output.WriterOutputStream.WriterOutputStream(Writer,CharsetDecoder,int,boolean)",1,1,19,55,1
"org.apache.commons.io.output.WriterOutputStream.WriterOutputStream(Writer,String)",1,1,11,19,1
"org.apache.commons.io.output.WriterOutputStream.WriterOutputStream(Writer,String,int,boolean)",1,1,15,33,1
"org.apache.commons.io.output.WriterOutputStream.close()",1,1,12,24,1
"org.apache.commons.io.output.WriterOutputStream.flush()",1,1,11,15,1
"org.apache.commons.io.output.WriterOutputStream.flushOutput()",1,2,11,60,2
"org.apache.commons.io.output.WriterOutputStream.processInput(boolean)",4,3,25,131,4
"org.apache.commons.io.output.WriterOutputStream.write(byte[])",1,1,10,26,1
"org.apache.commons.io.output.WriterOutputStream.write(byte[],int,int)",1,3,21,127,3
"org.apache.commons.io.output.WriterOutputStream.write(int)",1,1,10,36,1
"org.apache.commons.io.output.WriterOutputStreamTest.testFlush()",1,1,8,106,1
"org.apache.commons.io.output.WriterOutputStreamTest.testLargeUTF8WithBufferedWrite()",1,1,3,15,1
"org.apache.commons.io.output.WriterOutputStreamTest.testLargeUTF8WithSingleByteWrite()",1,1,3,15,1
"org.apache.commons.io.output.WriterOutputStreamTest.testUTF16BEWithBufferedWrite()",1,1,3,15,1
"org.apache.commons.io.output.WriterOutputStreamTest.testUTF16BEWithSingleByteWrite()",1,1,3,15,1
"org.apache.commons.io.output.WriterOutputStreamTest.testUTF16LEWithBufferedWrite()",1,1,3,15,1
"org.apache.commons.io.output.WriterOutputStreamTest.testUTF16LEWithSingleByteWrite()",1,1,3,15,1
"org.apache.commons.io.output.WriterOutputStreamTest.testUTF16WithBufferedWrite()",1,1,3,15,1
"org.apache.commons.io.output.WriterOutputStreamTest.testUTF16WithSingleByteWrite()",1,1,3,15,1
"org.apache.commons.io.output.WriterOutputStreamTest.testUTF8WithBufferedWrite()",1,1,3,15,1
"org.apache.commons.io.output.WriterOutputStreamTest.testUTF8WithSingleByteWrite()",1,1,3,15,1
"org.apache.commons.io.output.WriterOutputStreamTest.testWithBufferedWrite(String,String)",1,2,13,190,2
"org.apache.commons.io.output.WriterOutputStreamTest.testWithSingleByteWrite(String,String)",1,2,10,94,2
"org.apache.commons.io.output.WriterOutputStreamTest.testWriteImmediately()",1,1,6,68,1
"org.apache.commons.io.output.XmlStreamWriter.XmlStreamWriter(File)",1,1,11,15,1
"org.apache.commons.io.output.XmlStreamWriter.XmlStreamWriter(File,String)",1,1,12,19,1
"org.apache.commons.io.output.XmlStreamWriter.XmlStreamWriter(OutputStream)",1,1,9,11,1
"org.apache.commons.io.output.XmlStreamWriter.XmlStreamWriter(OutputStream,String)",1,1,11,34,2
"org.apache.commons.io.output.XmlStreamWriter.close()",1,2,14,74,2
"org.apache.commons.io.output.XmlStreamWriter.detectEncoding(char[],int,int)",1,8,55,614,9
"org.apache.commons.io.output.XmlStreamWriter.flush()",1,2,11,26,2
"org.apache.commons.io.output.XmlStreamWriter.getDefaultEncoding()",1,1,8,4,1
"org.apache.commons.io.output.XmlStreamWriter.getEncoding()",1,1,8,4,1
"org.apache.commons.io.output.XmlStreamWriter.write(char[],int,int)",1,2,16,80,2
